STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
GR.GEC7	13.714	48.835	14.993
CH.SULZ	8.112	47.528	26.512
SL.GBAS	14.443	45.935	21.135
IV.EPZF	14.857	37.824	46.362
FR.OGSI	6.757	46.056	15.696
RO.GZR	22.777	45.393	61.768
IV.PGHD	12.040	36.771	833.766
RO.ISR	26.543	45.119	241.922
NL.ARCN	6.194	51.501	1416.147
Z6.HU10A	19.019	47.845	346.466
UP.UPP	17.623	59.858	10.786
LX.MESJ	-8.220	37.840	17.757
NO.ARB4	25.500	69.533	13.141
NL.G551	6.846	53.143	2460.361
NL.T033	6.792	52.430	2503.886
SL.VNDS	14.701	46.102	28.337
GR.GRC3	11.584	48.889	25.928
1Y.GR29	21.923	37.704	171.878
PM.MTE	-7.544	40.400	55.378
MN.VLC	10.386	44.159	8.208
GU.MGRO	7.808	44.043	639.902
CH.HAUIG	7.700	47.660	156.972
IV.MTGR	12.759	37.893	3094.639
CH.VINZL	6.278	46.452	32.010
NL.G244	6.856	53.290	2346.687
GR.HLGB2	7.914	54.187	1038.638
HL.IMMV	23.981	35.461	31.610
IV.RNI2	14.152	41.703	43.093
RD.LFF	0.740	44.940	24.581
RO.TPGR	28.420	44.856	193.036
GR.WET	12.880	49.145	10.249
NL.G343	6.765	53.253	2695.046
KO.POLA	32.168	39.700	13.142
NL.PPB3	4.670	52.653	5909.599
CZ.KRUC	16.395	49.062	7.757
RO.DRGR	22.711	46.792	484.590
KO.BLCB	27.042	38.385	78.719
NL.G702	6.538	53.241	2762.157
NL.ZH073	4.295	52.104	2061.552
NL.GK024	6.293	53.301	2164.548
1Y.MK02A	20.884	42.013	335.839
KO.BNN	35.847	38.852	131.712
QE.HNA3	4.958	60.609	30.791
NL.T052	6.906	52.381	2432.808
NL.G664	6.585	53.179	2869.832
IV.SRES	12.510	42.237	697.650
NO.NC204	10.763	61.276	8.612
FR.BESN	-1.614	49.374	287.962
IV.IMTC	13.876	40.721	352.156
KO.ARMT	28.866	40.568	128.749
CQ.XYLS	33.049	35.014	26.450
GE.MORC	17.543	49.777	9.364
NL.G493	6.731	53.176	2492.511
IV.LPDG	12.630	35.518	53.812
NO.ARD5	25.512	69.521	12.800
IV.CLTA	13.962	37.158	73.163
NS.SUE	4.760	61.057	94.721
IV.MARIO	13.433	37.954	45.072
KO.KAVV	29.060	41.064	29.528
PM.PESTR	-7.590	38.867	9.984
NL.G171	6.636	53.336	2573.722
IV.EMPL	14.970	37.679	445.968
HP.VVK	21.812	38.422	730.096
ES.ECAL	-6.737	41.941	13701935.450
NL.G281	6.729	53.272	2737.272
NL.G322	6.579	53.250	2497.964
GU.PCP	8.545	44.541	27.979
BW.MGS02	11.588	48.078	430.214
CH.PLONS	9.381	47.049	10.613
IV.VITU	14.630	41.183	22.227
EI.IMIC	-8.108	52.304	39.819
GE.TIRR	28.413	44.458	369.437
NS.VBYGD	15.390	68.360	10.045
FR.LRVF	-0.310	44.948	52.861
BW.GRMB	11.264	48.141	nan
Y5.BH07A	18.036	43.751	1666.583
FR.CHMF	6.652	47.248	12.156
NO.NC303	11.369	61.225	9.254
NL.ZH012	4.288	51.914	2480.868
NL.G594	6.988	53.116	2425.976
HA.AMPE	23.269	38.302	141.135
IV.PII	10.525	43.722	239.065
CA.CMAS	0.314	40.726	20.725
Z6.CP07A	20.297	49.336	341.548
NL.L2075	6.974	52.757	2470.607
NL.G132	6.669	53.349	2568.798
NL.G091	6.725	53.388	2552.944
FR.OG02	6.220	46.154	17.372
GR.GRA1	11.220	49.691	12.515
1Y.GR15	21.047	39.941	178.678
HL.THERA	25.475	36.367	1407.329
NL.G573	7.022	53.135	2468.916
FR.DOU	4.595	50.096	11.345
IV.VMGN	11.533	43.955	200.378
NL.G683	6.635	53.235	2213.837
Y5.BH19A	19.093	44.398	4250394.673
FR.EILF	7.131	43.548	69.238
NL.G474	6.941	53.196	2346.640
FR.SAUF	5.106	43.938	17.945
FR.BEGF	-2.262	47.614	14.479
Y8.RO01A	23.715	46.235	797.134
NI.POLC	12.501	46.027	3.005
Z6.ME02A	19.122	43.156	154.035
Z6.A265A	17.795	46.424	323.544
NL.G361	6.924	53.265	2358.925
FR.BSCF	0.982	46.804	27.853
IV.SGG	14.379	41.387	30.416
CH.FULLY	7.136	46.156	53.189
HC.KNSS	25.180	35.304	244.208
NL.SPY3	6.784	53.410	6127.217
NL.G583	6.907	53.110	2528.199
FR.CRNF	-0.650	47.135	15.819
HC.STIA	26.091	35.202	1045.558
PL.KSP	16.293	50.843	22.503
NL.L2085	6.919	52.669	5418.954
Z6.CP08A	20.272	49.272	1191.798
HA.MDRA	23.466	38.061	1666.797
MT.AVM	5.675	44.942	435.039
NL.G061	6.871	53.411	2489.400
BW.MANZ	12.108	49.986	11.486
IV.ECBD	15.086	37.780	449.613
NL.G391	6.724	53.225	2330.444
NL.G232	6.768	53.309	2404.309
FR.RUSF	5.482	43.929	12.991
FR.RIAF	-1.313	47.507	13.605
NL.G673	6.823	53.321	2393.281
Z6.AL06A	19.758	40.089	1250.922
Y5.BH16A	18.089	44.726	89.414
NL.N013	6.473	53.119	2027.640
RO.TUDR	27.669	45.594	2658.934
NL.G484	7.029	53.197	2345.890
SX.MEINS	12.881	50.732	21.997
Z6.CP16A	20.540	48.342	1934.333
FR.MLS	1.095	42.958	10.502
Y8.BG13A	27.729	42.088	327.854
IV.VTIR	14.424	40.806	118.430
HA.SERI	24.485	37.161	1712.801
NL.G022	6.806	53.449	2489.281
NL.G181	6.722	53.331	2487.734
GE.BALJ	35.640	32.087	36.671
NL.FR013	5.887	53.142	3166.394
FR.GENF	1.572	42.823	11.856
GR.GOR1	11.307	52.990	93.873
NL.G694	6.644	53.213	2559.762
NL.GK011	6.247	53.291	2169.938
CA.CFON	2.435	41.761	38.597
GU.CIRO	7.568	45.602	133.215
IV.T0110	13.776	42.229	133.549
GU.TRAV	7.747	45.513	29.094
MN.BLY	17.184	44.749	9.372
NL.G463	6.850	53.198	2499.084
Y5.BH08A	18.008	44.236	73.452
MN.CUC	15.816	39.994	9.900
NL.VDM22	6.834	53.084	1921.393
IV.MRLC	15.489	40.756	101.509
FR.ILLF	7.254	47.683	659.939
KO.TVSB	29.462	39.450	44.594
NL.G564	6.931	53.148	2308.225
CH.EMMET	8.014	47.438	110.648
NO.ARA1	25.507	69.536	14.858
GE.RGN	13.321	54.548	817.324
FR.VALM	0.516	49.744	35.183
FR.HRSF	2.701	46.521	15.871
FR.SROF	-1.109	49.045	14.152
NL.G271	6.628	53.283	2585.174
NL.L2062	6.824	52.811	5973.205
IV.LAV9	12.699	41.678	191.823
GE.UJAP	35.464	31.952	109.397
NL.G043	6.675	53.415	2471.994
TH.MLFH	12.081	50.790	369.555
GU.PZZ	7.116	44.507	37.464
NL.HWF4	6.351	53.071	6170.723
XP.FR03A	3.246	46.612	546.024
IV.MGAB	12.112	42.913	44.159
NL.SL013	4.868	52.855	2269.947
RD.EPF	0.340	43.031	26.471
NL.G402	6.810	53.225	2431.249
Z6.PEJK	20.278	42.643	58.807
Y8.PL15A	21.476	50.231	1142.349
IV.LNSS	13.040	42.603	165.224
NL.DR034	6.308	52.898	2338.156
SK.MODS	17.277	48.373	64.588
NL.N031	6.405	53.111	2166.598
Z6.A033A	13.126	47.480	48.259
IV.VAGA	14.234	41.415	26.634
NL.G651	6.954	53.169	2210.922
FR.GZNF	2.201	46.174	10.965
BE.MEM	6.010	50.609	11.752
MN.BZS	21.640	45.619	32.228
FO.ILLK	7.717	48.516	107.274
NL.G144	6.771	53.359	2289.810
NL.L1074	7.095	52.920	2223.143
GR.MILB	9.292	49.828	105.231
IV.CERT	12.982	41.949	64.213
NL.G441	6.684	53.204	2707.576
TH.MEHR	10.659	51.283	33.707
RO.CVD1	28.062	44.321	579.049
NL.GK033	6.306	53.283	3519.033
NL.ZH064	4.220	51.978	2073.006
HA.MRKA	23.586	38.705	291.544
HT.PSDA	20.584	38.114	520.444
NL.FR031	5.713	52.981	2342.426
HC.TEFL	25.163	35.093	19774.295
XE.TNOVA	16.261	39.975	39.061
IV.MFNL	12.922	37.791	244.443
NL.G354	6.862	53.255	2423.719
IV.CMPR	15.303	40.318	16.675
RO.BURAR	25.200	47.644	523.110
IV.AMUR	16.604	40.907	14.218
IV.EMFO	15.090	37.736	275.764
GU.RRL	6.791	44.921	150.491
IV.CSTH	14.149	40.829	305.670
Z4.PSIS5	-0.736	46.201	192.468
NL.L4113	6.631	53.033	173615.901
NS.LENS	9.734	63.496	12.811
FR.PYLO	-0.049	43.097	32.019
LX.GGNV	-9.150	38.718	141.379
NL.VKB	5.785	50.867	67.634
IV.IVCR	14.961	38.410	131.271
IV.CRTO	14.422	40.821	345.887
SK.ZST	17.102	48.196	7281.872
IV.AOI	13.602	43.550	578.193
NL.G253	6.943	53.308	2256.079
BE.BEBN	5.678	50.797	130.890
RO.CJR	23.598	46.713	102.221
NO.ARC3	25.523	69.533	417.123
NL.G612	6.681	53.382	2390.990
IV.EFIU	15.210	37.790	30.887
NL.T024	6.979	52.463	2383.900
1Y.GR20	21.746	39.235	266.485
GR.GRB4	11.559	49.468	25.529
SX.MULD	12.404	50.412	1179.762
GB.ESK	-3.205	55.317	32.109
NL.G563	6.931	53.148	2311.066
IV.POFI	13.712	41.717	18.485
MN.PDG	19.261	42.430	23.370
NL.G122	6.571	53.370	2407.117
HL.THI1	23.394	38.388	411.076
NL.G081	6.644	53.395	2443.465
HA.ERTR	23.786	38.407	133.937
TH.GERA	12.072	50.982	620.457
HA.STFN	23.544	38.177	604.073
Z6.CP06A	20.269	49.461	173.682
BW.PART	11.113	47.497	255.278
NL.L2065	6.823	52.810	21595.287
GE.DSB	-6.376	53.245	33.016
CA.CBRU	2.179	42.284	22.067
IV.HVIT	14.522	36.993	26.745
NL.FR014	5.887	53.142	2269.178
Z6.ME03A	19.357	43.350	878.229
NL.G371	7.035	53.274	2289.307
Z6.A264A	17.290	46.160	335.514
FR.TURF	7.392	43.975	19.232
FR.VIEF	0.023	42.883	27.401
FR.CFF	3.111	45.763	42.356
NL.G464	6.850	53.198	2477.261
HE.KIF	20.804	69.043	409.211
Y5.BH18A	18.997	44.770	796.289
C4.CERNS	6.066	46.267	494.788
Z6.AL08A	20.102	41.105	259.170
FR.LABF	0.073	43.046	25.495
NL.ZH041	4.363	51.842	2576.115
NL.G693	6.644	53.213	2610.076
IV.BOSL	11.374	43.931	22.891
TH.KAMM	12.431	51.048	82.461
FR.CMPS	2.932	45.435	13.047
NL.G161	6.531	53.339	2421.714
GE.WLF	6.153	49.665	11.721
CH.DAVOX	9.880	46.781	86.101
BQ.HILG	6.679	50.292	17.873
OE.RONA	16.296	47.700	23.389
IV.AIO	15.233	37.971	33.117
FR.CURIE	2.356	48.844	98.755
NL.G483	7.029	53.197	2368.364
NL.N014	6.473	53.119	2019.018
NL.T042	6.890	52.437	2299.369
FR.OGS1	5.805	45.061	386.542
NL.NH012	4.997	52.566	2289.693
KO.BCK	30.588	37.460	134.357
NL.G674	6.823	53.321	2276.226
HL.VLI	22.947	36.718	139.607
SX.LEUT	12.523	50.607	2136.759
BW.MZEK	11.947	49.963	29.505
NL.G584	6.907	53.110	2299.427
FR.CHLF	3.844	46.558	37.569
NL.SPY4	6.784	53.410	6643.437
CH.WIMIS	7.624	46.665	10.565
Y5.BH06A	18.446	43.502	219.206
CA.CBUD	0.826	40.704	1107.632
IV.BOZZ	10.482	45.107	176.117
NL.OTL2	4.823	52.629	6212.279
Z6.A148B	12.477	48.509	30.340
NL.L2082	6.919	52.668	6692.697
KQ.MRLW	12.572	54.144	18.813
NL.G291	6.787	53.281	2256.883
HT.NESN	22.540	39.727	631.117
NL.G332	6.671	53.250	2374.949
3D.OEM8	14.917	38.469	336.611
FR.MELF	0.757	42.872	12.284
NL.G254	6.943	53.308	2254.422
HL.LIA	25.181	39.897	45.689
IV.MIGL	16.441	40.604	122.685
NS.ASK	5.200	60.475	29.852
XE.LAICA	15.975	39.948	71.607
NL.L4114	6.631	53.032	39601.813
GR.GRB3	11.805	49.343	13.486
FR.DUNF	1.809	43.025	18.370
1Y.GR27	24.233	38.182	1678.461
NL.T023	6.979	52.463	2414.822
Z6.HU11A	21.168	47.925	4459.667
NL.G541	6.758	53.124	2210.737
NO.ARC4	25.512	69.529	11.923
IV.MA9	12.659	41.770	259.963
CH.PERON	5.908	46.191	45.202
ST.GAGG	10.959	46.084	38.966
NS.TRO	18.911	69.635	99.281
1Y.MK03A	21.990	41.196	1383.440
NL.ZH063	4.220	51.978	2364.043
NL.GK034	6.306	53.283	2517.492
Y8.PL24A	19.004	49.724	388.887
KO.BODT	27.310	37.062	126.074
IV.CIMI	13.573	37.881	93.461
FR.TRIGF	6.407	43.747	11.154
Z4.PSIS2	-0.796	46.248	202.473
RO.TNR	24.273	45.652	150.918
FR.FAHY	5.463	47.505	12.369
IV.IVPL	14.980	38.376	49.661
HT.RTZL	20.771	38.076	598.836
GU.GSCL	10.588	44.351	28.141
Z6.PVY	19.959	42.594	104.925
NL.G353	6.862	53.255	2272.807
IV.LINA	12.864	35.861	32.383
MN.KEK	19.796	39.713	95.465
IV.PIEI	12.535	43.536	12.820
TH.TAUT	11.711	50.982	507.069
SX.GUNZ	12.332	50.364	1033.378
TH.MENTE	10.580	51.316	83.678
HC.PFKS	25.473	35.043	296.920
IV.STAL	12.710	46.260	55.669
QE.HNB1	4.958	60.615	24.391
Y8.PL05A	22.121	49.260	1536.486
OX.VARN	12.105	45.992	94.272
HL.OTHN	19.406	39.842	2765.951
NL.DR033	6.308	52.898	2362.477
SL.PERS	15.114	46.636	12.751
CH.GIMEL	6.265	46.534	13.446
FR.GNEF	0.329	46.105	10.735
NL.L1073	7.096	52.919	2146.679
BW.RMOA	12.864	47.762	284.749
NL.G143	6.771	53.359	2402.572
GU.REMY	7.157	45.838	1073.414
XE.T0702	16.084	39.721	29.069
IV.MTRZ	11.425	44.313	66.241
OT.CGL1	17.517	40.648	192.581
HT.THAS	24.719	40.606	32.915
NL.HWF3	6.351	53.071	6088.189
NL.G044	6.675	53.415	2494.552
RO.HERR	22.416	44.881	7097.594
HT.IGT	20.330	39.532	73.837
Z6.A023A	14.070	48.461	48.785
GU.RORO	8.067	44.112	171.628
CH.SALAN	6.973	46.144	123.257
HC.IPPL	24.463	35.349	nan
TH.ZEITZ	12.126	51.051	221.174
IV.FIAM	13.117	42.268	13.179
GR.KAST	8.416	51.203	27.272
IV.HMDC	14.783	36.959	32.772
GE.SLIT	22.291	57.629	201.360
TH.BBWF	10.504	50.736	92.783
NL.SL014	4.868	52.855	1994.658
NL.SPY2	6.784	53.410	6364.830
HL.MHLO	24.402	36.690	427.173
HP.PVO	21.525	38.616	818.956
NS.ODD1	6.626	59.911	135.340
NL.G582	6.907	53.110	2734.380
NL.G421	6.989	53.222	2427.906
NL.L2084	6.919	52.669	6292.007
HL.ARG	28.121	36.214	248.568
NL.G334	6.671	53.250	2351.968
CQ.OSC2	32.267	33.075	1604.557
IV.VIVA	12.770	41.750	1013.601
LX.MORF	-8.653	37.304	837.267
NL.FR051	5.869	53.070	2335.598
NL.OTL4	4.823	52.629	6234.259
NL.G233	6.768	53.309	2548.303
OE.WATA	11.576	47.336	10.053
CA.CLLI	1.973	42.478	17.145
BW.RNHA	12.819	47.806	23.437
NL.NH014	4.997	52.566	2311.444
NL.G672	6.823	53.321	2701.734
HU.SOP	16.557	47.681	11.021
NL.T044	6.890	52.437	2211.828
KO.SDAG	30.918	38.440	9597.983
Y8.PL32A	19.862	49.294	1667.679
GR.RETHO	9.361	52.738	477.393
NL.N012	6.473	53.119	1998.968
HA.EPID	23.119	37.614	8545.004
NL.FR012	5.887	53.142	2843.694
XP.FR05A	2.090	46.544	233.451
NL.G023	6.806	53.449	2766.915
FR.LGIF	-1.406	46.457	12.087
IV.SGO	15.307	40.560	41.110
Y8.PL13A	20.923	49.597	1342.548
NL.G462	6.850	53.198	2462.202
HT.KNT	22.898	41.162	0.577
NL.G631	6.911	53.331	2520.562
IV.ISTR	15.192	38.787	494.730
NL.VDM23	6.834	53.084	1939.703
1Y.GR03	24.882	41.150	81.738
GR.LOCC	9.139	52.410	288.035
FR.VOEL	7.123	48.967	27.488
NO.ARA0	25.506	69.535	12.257
FR.ABJF	0.761	45.574	20.719
NL.L2063	6.822	52.810	6044.086
IV.FNVD	11.123	44.168	529.072
GE.EIL	34.951	29.670	26.518
NS.DOMB	9.112	62.073	193.493
NL.G124	6.571	53.370	2745.222
NL.WYN1	5.458	53.200	394.515
BQ.DREG	6.230	50.662	60.871
SL.CRES	15.457	45.826	9.376
NL.G042	6.675	53.415	2548.555
MT.AVR	5.653	44.956	293.337
CH.WILA	8.908	47.415	50.156
FR.OGSA	6.401	45.037	10.566
SL.GROS	15.502	46.461	29.360
EI.DSB	-6.376	53.245	33.016
HL.APE	25.523	37.073	152.749
Z6.CP10A	20.322	49.035	157.998
FR.LBL	3.246	45.231	23.448
NL.G403	6.810	53.225	2592.045
IV.FDMO	13.087	43.036	10.978
FR.FILF	2.417	42.560	47.386
NL.SL012	4.868	52.855	1990.910
CH.LADOL	6.132	46.432	15.746
IV.ILOS	14.948	38.446	106.102
NS.HAMF	23.684	70.642	8.793
FR.TSDF	0.457	47.749	52.398
GB.SOFL	-6.966	62.069	73.640
Z6.A104C	9.657	48.127	35.840
GE.MSBI	35.358	31.313	36.744
RO.MDB	24.377	46.150	149.437
HA.ATHR	20.416	38.317	3479.655
IV.IOCA	13.901	40.747	138.615
RO.IZVR	27.765	45.544	3603.878
FR.FRNF	2.561	45.385	11.318
HP.EFP	21.906	38.427	147.937
RO.VLDR	28.081	45.844	3016.886
NL.L1075	7.095	52.920	2105.070
NL.G211	6.594	53.313	2518.767
Z6.A272A	18.965	46.744	191.784
DK.OVD	10.206	57.317	590.873
TH.NEUST	10.864	51.578	128.111
SI.MOSI	10.550	46.616	19.219
NL.GK032	6.306	53.283	2366.344
NL.T081	6.996	52.389	2385.893
CH.MUGIO	9.042	45.922	98.381
SI.LUSI	10.944	45.959	11.144
IV.CAVT	12.756	37.679	125.222
GR.IGAD	8.690	53.258	401.229
Y8.RO37A	24.450	47.460	100.358
KO.ISK	29.059	41.062	24.349
FR.OGLC	6.074	44.370	12.265
Z4.PSIS4	-0.706	46.215	4261.733
IV.ZCCA	10.976	44.351	48.529
TU.BORA	30.453	39.880	254.199
NL.L4112	6.633	53.031	7700.311
BW.RNON	12.867	47.741	50.635
IV.ESPC	15.027	37.693	429.773
NL.G252	6.943	53.308	2222.241
HL.RLS	21.465	38.056	262.171
NO.ARC2	25.523	69.538	11.702
PL.NIE	20.300	49.418	81.741
CZ.MORC	17.543	49.777	9.569
1Y.GR21	22.513	39.373	375.177
GR.GRB5	11.675	49.111	9.159
Y5.BH10A	17.166	44.069	1682.768
NL.G613	6.681	53.382	2203.329
FR.LOCF	-3.673	48.679	14.616
IV.TRTR	13.914	42.808	329.268
NL.G562	6.931	53.148	2354.087
IV.PALZ	15.960	40.944	174.749
HE.TOF	24.332	66.078	62.190
1Y.GR04	24.964	40.980	431.935
Y8.PL03A	22.897	50.022	817.273
NL.VDM24	6.834	53.084	2124.017
NL.VNDM1	6.839	53.115	2164.813
CA.CPAL	3.162	42.311	14.991
NL.G123	6.571	53.370	2410.155
GR.HLGA1	7.874	54.188	40.943
NL.L2064	6.823	52.810	6494.485
NL.G024	6.806	53.449	2678.669
FR.HELF	2.241	50.705	15.346
FR.RUFF	0.021	44.382	106.563
SX.BURZL	12.815	51.431	975.859
HL.NVR	23.865	41.348	35.463
GE.MATE	16.704	40.649	78.058
G.SSB	4.542	45.279	10.580
IX.RDM3	15.536	40.876	118.578
NL.G692	6.644	53.213	2343.105
IV.SOLUN	13.533	38.092	43.103
RO.BOSR	25.661	46.075	604.003
FR.SAOF	7.554	43.987	24.351
Z6.A025A	14.416	47.521	44.415
RO.CEIR	22.496	47.685	1374.058
RO.TATR	28.050	45.598	2314.641
BW.OBER	10.293	47.407	24.270
IV.MURB	12.525	43.263	121.567
XE.BIDON	16.456	39.946	542.170
NL.G234	6.768	53.309	2371.142
HP.UPR	21.786	38.284	106.914
HT.SOH	23.354	40.822	70.508
FR.FNEB	2.106	42.903	27.175
NL.G482	7.029	53.197	2327.013
NS.FOO	5.043	61.597	13.658
TH.SPAHL	9.910	50.653	49.137
NL.T043	6.890	52.437	2740.004
HL.ANKY	23.301	35.867	32.854
OX.MPRI	12.988	46.241	180.131
NL.NH013	4.997	52.566	2371.323
MN.RTC	-6.857	33.988	2961.453
Y8.PL22A	20.074	49.836	630.434
IV.GIB	14.026	37.990	16.171
CZ.VRAC	16.593	49.308	7.813
FR.MONQ	1.194	44.367	13.700
NL.OTL3	4.823	52.629	6213.375
SL.VISS	14.839	45.803	8.263
NL.G333	6.671	53.250	2360.190
UP.STRU	11.182	59.035	71.445
FR.OGRV	4.752	46.346	14.222
TH.SONN	10.426	51.532	296.015
NL.L2083	6.917	52.670	6735.198
3D.OEM9	14.991	38.388	161.841
HA.SNT5	25.395	36.404	1280.449
NL.G101	6.804	53.378	2384.658
CQ.ASGA	33.248	34.786	66.153
NL.L4115	6.631	53.032	101573.766
IV.BRMO	10.372	46.476	40.484
GE.MARCO	15.806	40.297	14.011
Y8.RO27A	27.107	46.819	4.065
CH.BAULM	6.468	46.787	20.209
NL.T022	6.979	52.463	2481.577
NL.G614	6.681	53.382	2398.191
CZ.JAVC	17.671	48.859	14.487
FR.BETHI	5.228	49.242	20.272
GR.GRB2	11.668	49.270	10.396
NS.KONS	13.118	66.499	23.873
1Y.GR26	23.411	38.400	135.979
IV.CDRU	15.305	40.490	19.537
NO.ARC5	25.498	69.530	11.350
7C.CS2FF	16.258	39.293	56368.824
TH.MUEN	10.667	51.422	48.354
NL.ZH062	4.220	51.978	2392.338
MN.DIVS	19.992	44.098	32.104
MN.ISP	30.509	37.843	19.136
NL.G352	6.862	53.255	2526.114
Z4.PSIS3	-0.765	46.225	352.219
NO.NBO00	10.778	61.031	10.680
SX.TANN	12.461	50.415	10.436
GE.HLG	7.883	54.183	66.034
IV.MMGO	12.977	37.662	471.404
NL.T061	6.910	52.343	2370.754
HU.CSKK	18.261	47.363	350.955
HA.ATHU	23.785	37.967	117.758
HT.KAVA	24.514	40.997	112.447
KO.SILT	29.643	41.153	36.752
CH.CHAMB	6.612	46.782	21.043
NL.DR032	6.308	52.898	2404.542
KO.CTYL	28.290	41.476	409.742
NL.L1072	7.094	52.921	2356.532
Y8.BG05A	27.199	42.604	1282.844
Z6.CP00A	19.770	50.117	1161.000
Y8.RO39A	26.646	47.736	37.709
8C.CI20	6.963	45.820	227.897
NL.G142	6.771	53.359	2415.074
Y8.RO06A	22.339	47.311	62896.347
RO.DEV	22.898	45.887	214.414
NS.FAUS	15.288	67.382	12.546
Z6.ME05A	18.509	42.460	399.611
Z6.A262A	16.528	46.864	894.445
NL.HWF2	6.351	53.071	5820.507
HL.NISR2	27.177	36.574	0.011
NL.ZH021	4.488	52.074	2322.400
Z6.NKME	18.953	42.767	42.337
CH.HASLI	8.151	46.757	32.644
GQ.LNDWU	12.329	50.258	388.253
NL.G404	6.810	53.225	2409.175
IV.MILN	9.232	45.480	117.606
GE.VSU	26.735	58.462	90.766
Z6.PRZK	20.758	42.211	248.251
SL.GORS	14.000	46.317	9.484
KQ.BUESM	8.878	54.133	465.214
HL.ATH	23.718	37.974	29.210
GU.CARD	10.482	44.026	923.203
NL.G011	6.731	53.443	2805.987
FR.SPIF	7.237	44.056	10.711
NL.GK022	6.293	53.301	2417.545
NL.G704	6.538	53.241	2505.725
HA.AXAR	22.659	38.766	231.787
KO.ERIK	26.513	40.671	4226.083
OE.ARSA	15.523	47.251	7.511
NL.G603	7.075	53.298	2651.586
Z6.AL01A	19.549	42.346	2028.008
ES.EJON	2.889	42.449	14.803
1Y.GR31	22.521	37.033	652.408
Y5.BH11A	16.531	44.482	37.525
IY.CNDF	15.857	38.003	262.858
CH.BALST	7.695	47.336	14.222
NO.ARB2	25.513	69.536	21.662
HT.THE	22.963	40.632	923.837
Y8.RO09A	20.904	45.716	1184.185
KQ.BIRK	10.073	54.445	43.322
KO.LADK	32.365	38.200	132.629
KO.YOZ	35.315	39.638	12096.573
OE.SOKA	15.033	46.678	10.015
NL.G242	6.856	53.290	2305.723
NL.MAME	5.973	50.800	84.797
CL.AGRP	21.723	38.396	268.054
CH.SIMPL	8.020	46.240	11.923
HA.THAL	22.663	38.036	384.963
GE.KTHA	23.062	36.257	56.616
Z6.A145A	12.391	47.869	65.930
TU.AYDN	27.879	37.661	294.796
NL.G413	6.892	53.223	2309.396
Z6.CP11A	20.265	48.917	668.960
NL.G052	6.771	53.418	2267.553
NL.FR063	6.024	53.001	2391.645
IV.IVLT	14.948	38.396	45.252
Z6.A273A	17.816	45.916	738.462
NL.G201	6.895	53.335	2416.148
WM.SFS	-6.205	36.466	286.752
Y8.RO17A	25.475	45.028	432.451
EI.IMAC	-9.070	51.846	1074.296
GR.GOLD	9.425	52.922	297.008
NL.ENM4	6.482	53.406	5886.992
GR.SKMB	9.438	54.718	51.288
TH.HWTS	11.472	50.592	32.954
NL.G514	6.885	53.173	2335.800
BW.RJOB	12.796	47.737	87.221
CH.TORNY	6.959	46.774	13.678
OX.CIMO	12.445	46.312	10.159
Z6.KKS	20.402	42.073	53.904
IV.CAR1	16.211	39.253	40.670
CH.BERNI	10.023	46.414	124.295
NL.G472	6.941	53.196	2443.814
WM.TIO	-7.262	30.927	14.903
IV.CFMN	14.090	40.833	276.732
Y8.PL12A	21.929	50.579	1105.029
BW.MGBB	12.215	49.972	15.793
NL.G033	6.598	53.416	2364.574
FR.RESF	0.338	42.807	26.118
TH.ZEU	11.977	50.671	24.321
IV.ARCI	11.475	42.852	57.131
XP.FR04A	4.582	46.596	144.230
CH.ROTHE	7.921	47.476	288.998
PM.PVAQ	-7.717	37.404	23.554
MN.WDD	14.524	35.837	15.843
NL.G134	6.669	53.349	2389.304
IV.STRC	15.192	38.791	123.580
KO.YLV	29.371	40.566	199.909
NL.L2073	6.974	52.756	3073.651
HP.DRO	21.710	37.952	19.168
FR.PLOF	-3.430	47.746	41.171
TH.CRUX	10.792	50.602	34.807
OE.ABTA	12.512	46.747	33.602
1Y.GR13	23.186	40.352	478.764
BW.FFB3	11.276	48.165	38.126
HT.XOR	23.192	39.366	98.302
Z6.A034A	13.078	46.911	162.437
NL.VLW3	7.097	52.968	4067.141
BW.BHG	12.877	47.721	64.089
NL.G621	6.842	53.387	2114.807
SK.KOLS	22.273	48.933	214.585
NL.FR041	6.119	52.876	2415.344
BW.WARN	10.559	48.705	38.175
NO.NAO01	10.887	60.844	9.994
IV.CPTP	14.162	37.407	81.152
NL.G324	6.579	53.250	2429.850
FR.BOUC	6.256	47.247	12.125
IY.CHCE	16.414	38.684	201.235
BW.MGS04	11.719	47.980	41.358
NL.G592	6.988	53.116	2441.784
NL.G431	7.079	53.232	2516.683
HL.THL	22.014	39.565	19.122
Z6.A015A	14.994	48.934	75.438
FR.FOURG	5.811	47.104	14.314
KO.HDMB	32.486	36.964	169.288
GR.UBBA	10.001	50.819	9.540
BW.SCE	11.709	47.038	2.121
NL.ZH014	4.288	51.914	2216.375
NL.GK043	6.326	53.246	2549.342
RO.PGOR	26.977	44.920	4691.335
NO.ARD3	25.548	69.537	11.183
KO.EREN	34.174	35.529	137.081
FN.OUL	25.896	65.085	8.489
NL.G662	6.585	53.179	2492.709
GE.PBUR	21.929	56.024	105.283
NL.T054	6.906	52.381	2407.665
IV.SNTG	12.941	43.255	129.311
GE.SALP	35.191	32.069	47564.590
KO.CORM	34.630	40.178	226.878
GB.LBWR	-1.725	53.401	130.626
