STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
BQ.BGG	7.336	50.205	15.778
KO.UVEZ	30.903	40.904	96.565
HA.ATAL	23.021	38.693	28.372
NL.G054	6.771	53.418	492.641
GR.GEC7	13.714	48.835	7.090
CH.SULZ	8.112	47.528	41.965
SL.GBAS	14.443	45.935	8.725
IV.EPZF	14.857	37.824	79.423
FR.OGSI	6.757	46.056	14.825
RO.GZR	22.777	45.393	5.726
IV.PGHD	12.040	36.771	129.923
RO.ISR	26.543	45.119	43.400
NL.ARCN	6.194	51.501	680.536
Z6.HU10A	19.019	47.845	40.645
UP.UPP	17.623	59.858	33.604
LX.MESJ	-8.220	37.840	10.742
NO.ARB4	25.500	69.533	6.585
NL.G551	6.846	53.143	925.470
NL.T033	6.792	52.430	156.023
SL.VNDS	14.701	46.102	25.017
GR.GRC3	11.584	48.889	22.289
1Y.GR29	21.923	37.704	9.998
PM.MTE	-7.544	40.400	11.834
MN.VLC	10.386	44.159	12.679
GU.MGRO	7.808	44.043	19.383
CH.HAUIG	7.700	47.660	34.417
IV.MTGR	12.759	37.893	22.534
CH.VINZL	6.278	46.452	75.708
NL.G244	6.856	53.290	246.497
GR.HLGB2	7.914	54.187	183.965
HL.IMMV	23.981	35.461	51.400
IV.RNI2	14.152	41.703	37.886
RD.LFF	0.740	44.940	19.224
RO.TPGR	28.420	44.856	25.005
GR.WET	12.880	49.145	9.656
NL.G343	6.765	53.253	204.346
KO.POLA	32.168	39.700	110.755
NL.PPB3	4.670	52.653	341.933
CZ.KRUC	16.395	49.062	6.920
RO.DRGR	22.711	46.792	5.734
KO.BLCB	27.042	38.385	189.371
NL.G702	6.538	53.241	792.348
NL.ZH073	4.295	52.104	221.771
NL.GK024	6.293	53.301	142.115
1Y.MK02A	20.884	42.013	8.276
KO.BNN	35.847	38.852	47.111
QE.HNA3	4.958	60.609	11.958
NL.T052	6.906	52.381	321.918
NL.G664	6.585	53.179	437.159
IV.SRES	12.510	42.237	42.814
NO.NC204	10.763	61.276	5.588
FR.BESN	-1.614	49.374	14.577
IV.IMTC	13.876	40.721	427.001
KO.ARMT	28.866	40.568	25.769
CQ.XYLS	33.049	35.014	19.778
GE.MORC	17.543	49.777	5.198
NL.G493	6.731	53.176	560.743
IV.LPDG	12.630	35.518	144.957
NO.ARD5	25.512	69.521	6.095
IV.CLTA	13.962	37.158	44.901
NS.SUE	4.760	61.057	15.782
IV.MARIO	13.433	37.954	17.486
KO.KAVV	29.060	41.064	86.762
PM.PESTR	-7.590	38.867	11.545
NL.G171	6.636	53.336	575.449
IV.EMPL	14.970	37.679	953.699
HP.VVK	21.812	38.422	43.042
ES.ECAL	-6.737	41.941	5895341.776
NL.G281	6.729	53.272	690.127
NL.G322	6.579	53.250	528.291
GU.PCP	8.545	44.541	7.527
BW.MGS02	11.588	48.078	278.756
CH.PLONS	9.381	47.049	19.751
IV.VITU	14.630	41.183	32.581
EI.IMIC	-8.108	52.304	13.060
GE.TIRR	28.413	44.458	21.207
NS.VBYGD	15.390	68.360	10.482
FR.LRVF	-0.310	44.948	157.705
BW.GRMB	11.264	48.141	nan
Y5.BH07A	18.036	43.751	58.090
FR.CHMF	6.652	47.248	17.772
NO.NC303	11.369	61.225	4.893
NL.ZH012	4.288	51.914	1005.292
NL.G594	6.988	53.116	236.668
HA.AMPE	23.269	38.302	65.470
IV.PII	10.525	43.722	58.837
C4.CERN5	6.076	46.310	64.406
CA.CMAS	0.314	40.726	20.606
Z6.CP07A	20.297	49.336	48.947
NL.L2075	6.974	52.757	561.984
NL.G132	6.669	53.349	353.134
NL.G091	6.725	53.388	1096.434
FR.OG02	6.220	46.154	29.712
GR.GRA1	11.220	49.691	44.176
1Y.GR15	21.047	39.941	9.149
HL.THERA	25.475	36.367	50.319
NL.G573	7.022	53.135	300.678
FR.DOU	4.595	50.096	10.086
IV.VMGN	11.533	43.955	7.535
NL.G683	6.635	53.235	471.541
Y5.BH19A	19.093	44.398	34.210
FR.EILF	7.131	43.548	46.977
NL.G474	6.941	53.196	450.238
FR.SAUF	5.106	43.938	58.989
FR.BEGF	-2.262	47.614	15.441
Y8.RO01A	23.715	46.235	1331.473
NI.POLC	12.501	46.027	136.150
Z6.ME02A	19.122	43.156	8.952
Z6.A265A	17.795	46.424	579.851
NL.G361	6.924	53.265	861.016
FR.BSCF	0.982	46.804	132.099
IV.SGG	14.379	41.387	19.290
CH.FULLY	7.136	46.156	25.267
HC.KNSS	25.180	35.304	136.678
NL.SPY3	6.784	53.410	336.686
NL.G583	6.907	53.110	755.625
FR.CRNF	-0.650	47.135	12.957
HC.STIA	26.091	35.202	131.273
PL.KSP	16.293	50.843	23.224
NL.L2085	6.919	52.669	365.297
Z6.CP08A	20.272	49.272	31.060
HA.MDRA	23.466	38.061	48.364
MT.AVM	5.675	44.942	nan
NO.NC401	11.799	61.080	5.347
NL.G061	6.871	53.411	79.773
BW.MANZ	12.108	49.986	16.178
IV.ECBD	15.086	37.780	549.121
NL.G391	6.724	53.225	479.230
NL.G232	6.768	53.309	342.562
FR.RUSF	5.482	43.929	4.413
FR.RIAF	-1.313	47.507	12.349
NL.G673	6.823	53.321	222.128
Z6.AL06A	19.758	40.089	88.005
Y5.BH16A	18.089	44.726	266.062
CH.ROMAN	9.336	47.564	47.359
NL.N013	6.473	53.119	282.681
RO.TUDR	27.669	45.594	665.272
NL.G484	7.029	53.197	157.215
SX.MEINS	12.881	50.732	11.437
Z6.CP16A	20.540	48.342	97.534
FR.MLS	1.095	42.958	6.641
Y8.BG13A	27.729	42.088	85.909
IV.VTIR	14.424	40.806	174.856
HA.SERI	24.485	37.161	56.526
NL.G022	6.806	53.449	2622.292
NL.G181	6.722	53.331	709.665
GE.BALJ	35.640	32.087	17.942
NL.FR013	5.887	53.142	287.823
FR.GENF	1.572	42.823	18.180
GR.GOR1	11.307	52.990	49.306
NL.G694	6.644	53.213	384.815
NL.GK011	6.247	53.291	372.820
CA.CFON	2.435	41.761	11.385
GU.CIRO	7.568	45.602	7.361
IV.T0110	13.776	42.229	30.755
GU.TRAV	7.747	45.513	13.885
MN.BLY	17.184	44.749	38.219
NL.G463	6.850	53.198	326.911
Y5.BH08A	18.008	44.236	15.393
MN.CUC	15.816	39.994	10.567
NL.VDM22	6.834	53.084	388.773
IV.MRLC	15.489	40.756	11.357
FR.ILLF	7.254	47.683	83.487
KO.TVSB	29.462	39.450	10.631
NL.G564	6.931	53.148	579.142
CH.EMMET	8.014	47.438	45.445
NO.ARA1	25.507	69.536	7.172
GE.RGN	13.321	54.548	368.948
FR.VALM	0.516	49.744	121.625
FR.HRSF	2.701	46.521	6.605
FR.SROF	-1.109	49.045	10.137
NL.G271	6.628	53.283	446.635
NL.L2062	6.824	52.811	60.136
IV.LAV9	12.699	41.678	261.400
GE.UJAP	35.464	31.952	96.651
NL.G043	6.675	53.415	406.710
TH.MLFH	12.081	50.790	15.735
GU.PZZ	7.116	44.507	11.885
NL.HWF4	6.351	53.071	239.326
XP.FR03A	3.246	46.612	66.659
IV.MGAB	12.112	42.913	21.038
NL.SL013	4.868	52.855	50.890
RD.EPF	0.340	43.031	7.575
NL.G402	6.810	53.225	362.278
Z6.PEJK	20.278	42.643	31.522
Y8.PL15A	21.476	50.231	672.826
IV.LNSS	13.040	42.603	16.292
NL.DR034	6.308	52.898	123.126
SK.MODS	17.277	48.373	26.621
NL.N031	6.405	53.111	515.222
Z6.A033A	13.126	47.480	42.708
IV.VAGA	14.234	41.415	18.565
NL.G651	6.954	53.169	875.215
FR.GZNF	2.201	46.174	6.682
BE.MEM	6.010	50.609	26.574
MN.BZS	21.640	45.619	13.232
FO.ILLK	7.717	48.516	595.656
NL.G144	6.771	53.359	228.308
NL.L1074	7.095	52.920	858.702
GR.MILB	9.292	49.828	21.393
IV.CERT	12.982	41.949	77.396
NL.G441	6.684	53.204	865.840
TH.MEHR	10.659	51.283	20.699
RO.CVD1	28.062	44.321	763.683
NL.GK033	6.306	53.283	237.163
NL.ZH064	4.220	51.978	555.560
HA.MRKA	23.586	38.705	13.912
HT.PSDA	20.584	38.114	49.533
NL.FR031	5.713	52.981	569.278
HC.TEFL	25.163	35.093	125.386
XE.TNOVA	16.261	39.975	8.071
IV.MFNL	12.922	37.791	92.035
NL.G354	6.862	53.255	236.232
IV.CMPR	15.303	40.318	5.623
RO.BURAR	25.200	47.644	1256.988
IV.AMUR	16.604	40.907	25.100
IV.EMFO	15.090	37.736	492.778
GU.RRL	6.791	44.921	5.766
IV.CSTH	14.149	40.829	741.720
Z4.PSIS5	-0.736	46.201	66.878
NL.L4113	6.631	53.033	1247.983
NS.LENS	9.734	63.496	8.712
FR.PYLO	-0.049	43.097	23.892
LX.GGNV	-9.150	38.718	153.119
NL.VKB	5.785	50.867	120.179
IV.IVCR	14.961	38.410	118.994
IV.CRTO	14.422	40.821	584.359
SK.ZST	17.102	48.196	2254.952
IV.AOI	13.602	43.550	42.831
NL.G253	6.943	53.308	607.638
BE.BEBN	5.678	50.797	214.756
RO.CJR	23.598	46.713	125.321
NO.ARC3	25.523	69.533	6.637
NL.G612	6.681	53.382	510.786
IV.EFIU	15.210	37.790	223.597
NL.T024	6.979	52.463	216.101
1Y.GR20	21.746	39.235	5.347
GR.GRB4	11.559	49.468	31.092
SX.MULD	12.404	50.412	5.884
GB.ESK	-3.205	55.317	12.142
NL.G563	6.931	53.148	843.620
IV.POFI	13.712	41.717	9.282
MN.PDG	19.261	42.430	27.787
NL.G122	6.571	53.370	295.165
HL.THI1	23.394	38.388	531.771
NL.G081	6.644	53.395	669.123
HA.ERTR	23.786	38.407	15.131
TH.GERA	12.072	50.982	62.115
HA.STFN	23.544	38.177	54.283
Z6.CP06A	20.269	49.461	54.950
BW.PART	11.113	47.497	25.189
NL.L2065	6.823	52.810	435.518
GE.DSB	-6.376	53.245	18.808
CA.CBRU	2.179	42.284	11.969
IV.HVIT	14.522	36.993	69.899
NL.FR014	5.887	53.142	244.263
Z6.ME03A	19.357	43.350	1234.478
NL.G371	7.035	53.274	640.169
Z6.A264A	17.290	46.160	884.182
FR.TURF	7.392	43.975	8.114
FR.VIEF	0.023	42.883	5.119
FR.CFF	3.111	45.763	417.462
NL.G464	6.850	53.198	243.762
HE.KIF	20.804	69.043	14.239
Y5.BH18A	18.997	44.770	153.492
C4.CERNS	6.066	46.267	63.764
Z6.AL08A	20.102	41.105	108.913
FR.LABF	0.073	43.046	5.062
NL.ZH041	4.363	51.842	1278.003
NL.G693	6.644	53.213	439.631
IV.BOSL	11.374	43.931	8.322
TH.KAMM	12.431	51.048	709.053
FR.CMPS	2.932	45.435	15.059
NL.G161	6.531	53.339	773.397
GE.WLF	6.153	49.665	38.214
CH.DAVOX	9.880	46.781	8.024
BQ.HILG	6.679	50.292	84.034
OE.RONA	16.296	47.700	8.409
IV.AIO	15.233	37.971	12.955
FR.CURIE	2.356	48.844	735.276
NL.G483	7.029	53.197	189.350
NL.N014	6.473	53.119	181.638
NL.T042	6.890	52.437	122.496
FR.OGS1	5.805	45.061	43.780
NL.NH012	4.997	52.566	1083.698
KO.BCK	30.588	37.460	297.606
NL.G674	6.823	53.321	189.605
HL.VLI	22.947	36.718	21.627
SX.LEUT	12.523	50.607	13.823
BW.MZEK	11.947	49.963	11.972
NL.G584	6.907	53.110	504.300
FR.CHLF	3.844	46.558	8.291
NL.SPY4	6.784	53.410	568.924
CH.WIMIS	7.624	46.665	18.027
Y5.BH06A	18.446	43.502	23.660
CA.CBUD	0.826	40.704	656.167
IV.BOZZ	10.482	45.107	2275.480
NL.OTL2	4.823	52.629	486.736
Z6.A148B	12.477	48.509	179.558
NL.L2082	6.919	52.668	419.034
KQ.MRLW	12.572	54.144	284.441
NL.G291	6.787	53.281	582.666
HT.NESN	22.540	39.727	366.751
NL.G332	6.671	53.250	555.790
3D.OEM8	14.917	38.469	34.486
FR.MELF	0.757	42.872	6.740
NL.G254	6.943	53.308	598.899
HL.LIA	25.181	39.897	27.004
IV.MIGL	16.441	40.604	400.005
NS.ASK	5.200	60.475	15.489
XE.LAICA	15.975	39.948	74.386
NL.L4114	6.631	53.032	599.882
GR.GRB3	11.805	49.343	45.417
FR.DUNF	1.809	43.025	17.147
1Y.GR27	24.233	38.182	33.957
NL.T023	6.979	52.463	334.365
Z6.HU11A	21.168	47.925	907.830
NL.G541	6.758	53.124	875.607
NO.ARC4	25.512	69.529	6.408
IV.MA9	12.659	41.770	556.739
CH.PERON	5.908	46.191	12.511
ST.GAGG	10.959	46.084	6.797
NS.TRO	18.911	69.635	112.212
1Y.MK03A	21.990	41.196	28.350
NL.ZH063	4.220	51.978	671.620
NL.GK034	6.306	53.283	204.129
Y8.PL24A	19.004	49.724	21.357
KO.BODT	27.310	37.062	42.492
IV.CIMI	13.573	37.881	77.694
FR.TRIGF	6.407	43.747	10.832
Z4.PSIS2	-0.796	46.248	74.462
RO.TNR	24.273	45.652	97.923
FR.FAHY	5.463	47.505	22.022
IV.IVPL	14.980	38.376	53.238
HT.RTZL	20.771	38.076	61.998
GU.GSCL	10.588	44.351	35.524
Z6.PVY	19.959	42.594	22.186
NL.G353	6.862	53.255	282.564
IV.LINA	12.864	35.861	103.453
MN.KEK	19.796	39.713	38.619
IV.PIEI	12.535	43.536	5.926
TH.TAUT	11.711	50.982	34.052
SX.GUNZ	12.332	50.364	7.310
TH.MENTE	10.580	51.316	47.966
HC.PFKS	25.473	35.043	27.377
NO.NBO01	10.783	61.062	4.905
IV.STAL	12.710	46.260	10.534
QE.HNB1	4.958	60.615	11.819
Y8.PL05A	22.121	49.260	125.474
OX.VARN	12.105	45.992	14.905
HL.OTHN	19.406	39.842	139.109
NL.DR033	6.308	52.898	159.199
SL.PERS	15.114	46.636	12.297
CH.GIMEL	6.265	46.534	10.899
FR.GNEF	0.329	46.105	28.984
NL.L1073	7.096	52.919	600.609
BW.RMOA	12.864	47.762	25.364
NL.G143	6.771	53.359	277.160
GU.REMY	7.157	45.838	9.339
XE.T0702	16.084	39.721	16.183
IV.MTRZ	11.425	44.313	35.870
OT.CGL1	17.517	40.648	14.774
HT.THAS	24.719	40.606	15.345
NL.HWF3	6.351	53.071	278.987
NL.G044	6.675	53.415	352.983
RO.HERR	22.416	44.881	15.808
HT.IGT	20.330	39.532	15.669
Z6.A023A	14.070	48.461	15.497
GU.RORO	8.067	44.112	24.197
CH.SALAN	6.973	46.144	12.142
HC.IPPL	24.463	35.349	161.879
TH.ZEITZ	12.126	51.051	72.561
IV.FIAM	13.117	42.268	44.522
GR.KAST	8.416	51.203	8.606
IV.HMDC	14.783	36.959	43.486
GE.SLIT	22.291	57.629	297.782
TH.BBWF	10.504	50.736	17.524
NL.SL014	4.868	52.855	26.222
NL.SPY2	6.784	53.410	1041.682
HL.MHLO	24.402	36.690	163.248
HP.PVO	21.525	38.616	18.995
NS.ODD1	6.626	59.911	19.152
NL.G582	6.907	53.110	1031.554
NL.G421	6.989	53.222	445.740
NL.L2084	6.919	52.669	389.499
HL.ARG	28.121	36.214	45.599
NL.G334	6.671	53.250	400.995
CQ.OSC2	32.267	33.075	15.886
IV.VIVA	12.770	41.750	649.428
NO.NC400	11.719	61.079	4.974
LX.MORF	-8.653	37.304	26.605
NL.FR051	5.869	53.070	511.730
NL.OTL4	4.823	52.629	360.600
CL.TRIZ	22.073	38.365	50.393
NL.G233	6.768	53.309	256.027
OE.WATA	11.576	47.336	34.102
CA.CLLI	1.973	42.478	7.284
BW.RNHA	12.819	47.806	34.777
NL.NH014	4.997	52.566	614.841
NL.G672	6.823	53.321	315.353
HU.SOP	16.557	47.681	58.327
NL.T044	6.890	52.437	89.243
KO.SDAG	30.918	38.440	25.211
Y8.PL32A	19.862	49.294	54.893
GR.RETHO	9.361	52.738	230.783
NL.N012	6.473	53.119	364.098
HA.EPID	23.119	37.614	36.809
NL.FR012	5.887	53.142	359.161
XP.FR05A	2.090	46.544	131.356
NL.G023	6.806	53.449	1757.508
FR.LGIF	-1.406	46.457	9.404
IV.SGO	15.307	40.560	13.784
Y8.PL13A	20.923	49.597	73.445
NL.G462	6.850	53.198	450.885
HT.KNT	22.898	41.162	1.986
NL.G631	6.911	53.331	775.404
IV.ISTR	15.192	38.787	1138.545
NL.VDM23	6.834	53.084	277.940
1Y.GR03	24.882	41.150	42.577
GR.LOCC	9.139	52.410	30.241
FR.VOEL	7.123	48.967	34.896
NO.ARA0	25.506	69.535	7.178
FR.ABJF	0.761	45.574	10.344
NL.L2063	6.822	52.810	438.661
IV.FNVD	11.123	44.168	26.512
GE.EIL	34.951	29.670	7.391
NS.DOMB	9.112	62.073	13.947
NL.G124	6.571	53.370	158.288
NL.WYN1	5.458	53.200	1288.004
BQ.DREG	6.230	50.662	14.610
SL.CRES	15.457	45.826	6.358
NL.G042	6.675	53.415	627.869
MT.AVR	5.653	44.956	27.371
CH.WILA	8.908	47.415	33.360
FR.OGSA	6.401	45.037	6.757
SL.GROS	15.502	46.461	4.493
EI.DSB	-6.376	53.245	18.808
HL.APE	25.523	37.073	26.691
Z6.CP10A	20.322	49.035	108.862
FR.LBL	3.246	45.231	11.075
NL.G403	6.810	53.225	263.290
IV.FDMO	13.087	43.036	12.226
FR.FILF	2.417	42.560	6.261
NL.SL012	4.868	52.855	363.203
CH.LADOL	6.132	46.432	8.613
IV.ILOS	14.948	38.446	90.621
NS.HAMF	23.684	70.642	22.481
FR.TSDF	0.457	47.749	147.301
GB.SOFL	-6.966	62.069	64.283
Z6.A104C	9.657	48.127	160.827
GE.MSBI	35.358	31.313	18.271
RO.MDB	24.377	46.150	189.033
HA.ATHR	20.416	38.317	112.312
IV.IOCA	13.901	40.747	965.841
RO.IZVR	27.765	45.544	315.511
FR.FRNF	2.561	45.385	5.813
HP.EFP	21.906	38.427	37.859
RO.VLDR	28.081	45.844	633.927
NL.L1075	7.095	52.920	624.089
NL.G211	6.594	53.313	761.774
Z6.A272A	18.965	46.744	403.337
DK.OVD	10.206	57.317	461.111
TH.NEUST	10.864	51.578	7.614
SI.MOSI	10.550	46.616	56.366
NL.GK032	6.306	53.283	292.020
NL.T081	6.996	52.389	515.475
CH.MUGIO	9.042	45.922	13.347
SI.LUSI	10.944	45.959	22.424
IV.CAVT	12.756	37.679	473.898
GR.IGAD	8.690	53.258	1244.337
Y8.RO37A	24.450	47.460	21.545
KO.ISK	29.059	41.062	47.860
FR.OGLC	6.074	44.370	7.329
Z4.PSIS4	-0.706	46.215	76.516
IV.ZCCA	10.976	44.351	32.859
TU.BORA	30.453	39.880	43.707
NL.L4112	6.633	53.031	387.422
BW.RNON	12.867	47.741	27.609
IV.ESPC	15.027	37.693	694.847
NL.G252	6.943	53.308	1191.057
HL.RLS	21.465	38.056	34.296
NO.ARC2	25.523	69.538	7.116
PL.NIE	20.300	49.418	12.096
CZ.MORC	17.543	49.777	5.164
1Y.GR21	22.513	39.373	18.284
GR.GRB5	11.675	49.111	23.362
Y5.BH10A	17.166	44.069	54.763
NL.G613	6.681	53.382	358.315
FR.LOCF	-3.673	48.679	12.330
IV.TRTR	13.914	42.808	820.498
NL.G562	6.931	53.148	1026.480
IV.PALZ	15.960	40.944	158.137
HE.TOF	24.332	66.078	8.543
1Y.GR04	24.964	40.980	15.782
Y8.PL03A	22.897	50.022	1213.006
NL.VDM24	6.834	53.084	224.527
NL.VNDM1	6.839	53.115	914.396
CA.CPAL	3.162	42.311	14.223
NL.G123	6.571	53.370	203.640
GR.HLGA1	7.874	54.188	117.040
NL.L2064	6.823	52.810	762.455
NL.G024	6.806	53.449	1250.662
FR.HELF	2.241	50.705	145.864
FR.RUFF	0.021	44.382	107.649
SX.BURZL	12.815	51.431	12.430
HL.NVR	23.865	41.348	14.432
GE.MATE	16.704	40.649	32.677
G.SSB	4.542	45.279	7.938
IX.RDM3	15.536	40.876	53.498
NL.G692	6.644	53.213	591.463
IV.SOLUN	13.533	38.092	54.464
RO.BOSR	25.661	46.075	333.143
FR.SAOF	7.554	43.987	8.188
Z6.A025A	14.416	47.521	99.169
RO.CEIR	22.496	47.685	1220.388
RO.TATR	28.050	45.598	913.654
BW.OBER	10.293	47.407	26.153
IV.MURB	12.525	43.263	24.098
XE.BIDON	16.456	39.946	19.186
NL.G234	6.768	53.309	74.613
HP.UPR	21.786	38.284	491.420
HT.SOH	23.354	40.822	24.237
FR.FNEB	2.106	42.903	8.893
NL.G482	7.029	53.197	294.427
NS.FOO	5.043	61.597	18.712
TH.SPAHL	9.910	50.653	16.367
NL.T043	6.890	52.437	110.625
HL.ANKY	23.301	35.867	36.462
OX.MPRI	12.988	46.241	17.099
NL.NH013	4.997	52.566	715.037
MN.RTC	-6.857	33.988	597.747
Y8.PL22A	20.074	49.836	30.428
IV.GIB	14.026	37.990	21.894
CZ.VRAC	16.593	49.308	12.629
FR.MONQ	1.194	44.367	27.679
NL.OTL3	4.823	52.629	376.514
SL.VISS	14.839	45.803	5.977
NL.G333	6.671	53.250	482.384
UP.STRU	11.182	59.035	18.815
FR.OGRV	4.752	46.346	46.187
TH.SONN	10.426	51.532	59.573
NL.L2083	6.917	52.670	211.252
3D.OEM9	14.991	38.388	30.463
HA.SNT5	25.395	36.404	89.181
NL.G101	6.804	53.378	954.528
CQ.ASGA	33.248	34.786	64.175
NL.L4115	6.631	53.032	1704.439
IV.BRMO	10.372	46.476	14.523
GE.MARCO	15.806	40.297	12.140
Y8.RO27A	27.107	46.819	607.418
CH.BAULM	6.468	46.787	9.093
NL.T022	6.979	52.463	418.677
NL.G614	6.681	53.382	251.726
CZ.JAVC	17.671	48.859	5.837
FR.BETHI	5.228	49.242	56.043
GR.GRB2	11.668	49.270	44.806
NS.KONS	13.118	66.499	10.621
1Y.GR26	23.411	38.400	70.409
IV.CDRU	15.305	40.490	6.091
NO.ARC5	25.498	69.530	6.395
7C.CS2FF	16.258	39.293	133.319
TH.MUEN	10.667	51.422	52.021
NL.ZH062	4.220	51.978	1036.011
GU.MAIM	10.492	43.914	17.912
MN.DIVS	19.992	44.098	11.455
MN.ISP	30.509	37.843	108.197
NL.G352	6.862	53.255	351.956
Z4.PSIS3	-0.765	46.225	75.401
NO.NBO00	10.778	61.031	5.665
SX.TANN	12.461	50.415	6.779
GE.HLG	7.883	54.183	110.823
IV.MMGO	12.977	37.662	37.899
NL.T061	6.910	52.343	443.506
HU.CSKK	18.261	47.363	72.583
HA.ATHU	23.785	37.967	23.639
HT.KAVA	24.514	40.997	38.317
KO.SILT	29.643	41.153	89.775
CH.CHAMB	6.612	46.782	88.722
NL.DR032	6.308	52.898	248.661
KO.CTYL	28.290	41.476	128.458
NL.L1072	7.094	52.921	585.565
Y8.BG05A	27.199	42.604	78.426
Z6.CP00A	19.770	50.117	2229.633
Y8.RO39A	26.646	47.736	2347.288
8C.CI20	6.963	45.820	273.014
NL.G142	6.771	53.359	414.735
Y8.RO06A	22.339	47.311	682.314
RO.DEV	22.898	45.887	98.633
NS.FAUS	15.288	67.382	8.504
Z6.ME05A	18.509	42.460	539.088
Z6.A262A	16.528	46.864	341.492
NL.HWF2	6.351	53.071	54.507
HL.NISR2	27.177	36.574	25.899
NL.ZH021	4.488	52.074	775.630
Z6.NKME	18.953	42.767	12.371
CH.HASLI	8.151	46.757	13.158
GQ.LNDWU	12.329	50.258	15.546
NL.G404	6.810	53.225	199.591
IV.MILN	9.232	45.480	1715.548
GE.VSU	26.735	58.462	56.672
Z6.PRZK	20.758	42.211	33.987
SL.GORS	14.000	46.317	8.416
KQ.BUESM	8.878	54.133	1003.232
HL.ATH	23.718	37.974	127.019
GU.CARD	10.482	44.026	29.063
NL.G011	6.731	53.443	2517.902
FR.SPIF	7.237	44.056	8.801
NL.GK022	6.293	53.301	252.678
NL.G704	6.538	53.241	378.112
HA.AXAR	22.659	38.766	71.134
KO.ERIK	26.513	40.671	43.969
OE.ARSA	15.523	47.251	9.436
NL.G603	7.075	53.298	239.810
Z6.AL01A	19.549	42.346	23.235
ES.EJON	2.889	42.449	14.574
1Y.GR31	22.521	37.033	28.246
Y5.BH11A	16.531	44.482	3.879
IY.CNDF	15.857	38.003	14.962
CH.BALST	7.695	47.336	19.432
NO.ARB2	25.513	69.536	7.295
HT.THE	22.963	40.632	40.562
Y8.RO09A	20.904	45.716	2897.875
KQ.BIRK	10.073	54.445	155.711
KO.LADK	32.365	38.200	25.722
KO.YOZ	35.315	39.638	70.908
OE.SOKA	15.033	46.678	7.249
NL.G242	6.856	53.290	372.451
NL.MAME	5.973	50.800	101.724
CL.AGRP	21.723	38.396	28.819
CH.SIMPL	8.020	46.240	7.044
HA.THAL	22.663	38.036	103.867
GE.KTHA	23.062	36.257	16.017
Z6.A145A	12.391	47.869	95.043
TU.AYDN	27.879	37.661	29.358
NL.G413	6.892	53.223	193.084
Z6.CP11A	20.265	48.917	15.724
NL.G052	6.771	53.418	538.293
NL.FR063	6.024	53.001	327.984
IV.IVLT	14.948	38.396	125.212
Z6.A273A	17.816	45.916	579.518
NL.G201	6.895	53.335	784.885
WM.SFS	-6.205	36.466	335.999
Y8.RO17A	25.475	45.028	270.579
EI.IMAC	-9.070	51.846	48.570
GR.GOLD	9.425	52.922	418.700
NL.ENM4	6.482	53.406	115.017
GR.SKMB	9.438	54.718	377.557
TH.HWTS	11.472	50.592	11.309
NL.G514	6.885	53.173	483.160
BW.RJOB	12.796	47.737	23.018
CH.TORNY	6.959	46.774	37.619
OX.CIMO	12.445	46.312	6.999
Z6.KKS	20.402	42.073	51.478
IV.CAR1	16.211	39.253	43.776
CH.BERNI	10.023	46.414	6.705
NL.G472	6.941	53.196	178.891
WM.TIO	-7.262	30.927	7.544
IV.CFMN	14.090	40.833	835.746
Y8.PL12A	21.929	50.579	916.189
BW.MGBB	12.215	49.972	15.011
NL.G033	6.598	53.416	254.370
FR.RESF	0.338	42.807	24.594
TH.ZEU	11.977	50.671	11.021
IV.ARCI	11.475	42.852	6.943
XP.FR04A	4.582	46.596	62.061
FR.MON	7.425	43.730	143.740
CH.ROTHE	7.921	47.476	31.243
PM.PVAQ	-7.717	37.404	8.934
MN.WDD	14.524	35.837	199.896
NL.G134	6.669	53.349	215.802
IV.STRC	15.192	38.791	1344.439
NO.NC600	11.458	60.747	5.678
KO.YLV	29.371	40.566	37.991
NL.L2073	6.974	52.756	572.383
HP.DRO	21.710	37.952	25.149
FR.PLOF	-3.430	47.746	24.447
TH.CRUX	10.792	50.602	7.544
OE.ABTA	12.512	46.747	23.249
1Y.GR13	23.186	40.352	10.507
BW.FFB3	11.276	48.165	152.933
HT.XOR	23.192	39.366	17.770
Z6.A034A	13.078	46.911	14.223
NL.VLW3	7.097	52.968	216.877
BW.BHG	12.877	47.721	349.584
NL.G621	6.842	53.387	716.020
SK.KOLS	22.273	48.933	27.225
NL.FR041	6.119	52.876	770.225
BW.WARN	10.559	48.705	47.439
NO.NAO01	10.887	60.844	6.486
IV.CPTP	14.162	37.407	125.302
NL.G324	6.579	53.250	289.147
FR.BOUC	6.256	47.247	29.027
IY.CHCE	16.414	38.684	79.561
BW.MGS04	11.719	47.980	127.380
NL.G592	6.988	53.116	503.793
NL.G431	7.079	53.232	534.240
HL.THL	22.014	39.565	10.307
Z6.A015A	14.994	48.934	6.566
FR.FOURG	5.811	47.104	17.655
KO.HDMB	32.486	36.964	51.559
GR.UBBA	10.001	50.819	17.164
BW.SCE	11.709	47.038	2.401
NL.ZH014	4.288	51.914	328.225
NL.GK043	6.326	53.246	270.372
NO.NC305	11.403	61.298	4.428
HL.NISR	27.131	36.611	729.789
RO.PGOR	26.977	44.920	846.444
NO.ARD3	25.548	69.537	6.592
CH.WOLEN	7.369	46.998	35.768
KO.EREN	34.174	35.529	216.122
FN.OUL	25.896	65.085	5.150
NL.G662	6.585	53.179	643.599
